sentiment,text,length
2,"Great transfer of the cult classic, with lots of extra production picts, movie trailer, and informative color booklet!",118
2,"What a great clean entertaining movie.I really, really enjoyed it. I felt like dancing in the theater both times I saw it. Enjoyed the soundtrack and I'm impatiently waiting for the release of the video. FUN! Fun! FUN!",218
2,"and it is deserved. This album is one of the best I heard for long.4 singers with individual and extraordinary voices. One cannot decide if one is better than the other. But there is no need anyway, as they are unbeatable together.Would like to see you live but I learned that this will not happen anymore. Such a shame!!!",322
2,"For critics of this book, the author explains in the preface that calling this book ""complete"" is a marketing tool--albeit one that is a bit misleading--and that there is no way a reference on Crystal Reports will be ""complete"" enough to answer every single quesion. Granted there are ways the book could be improved (more screen shots, more typical scenarios, etc) but so far this is the best CR 9.0 book that I have found. Perhaps book publishers should consider this.",470
2,This is a great toy for little ones. My son had one like this and it was his favorite toy for years! I recently bought this for my 2yr old nephew and he liked it right away as well. It is very life like and makes great trash truck noises that the kids seem to love. I would recommend this over other similar trash trucks that I've seem at other places.,352
2,"It doesn't get better than this. The album ranks in my top 5 favorites with 2 songs (Telling Stories and Unsung Psalm) in my top 5 favorite songs ever. Soul shattering and rebuilding. I'm a country white boy, go figure; who knew?",229
2,"I've read a number of Kay Hooper's books, and this one is just as great as every other one I've read. It's got the same elements are the other works that I loved, the romance, the suspense, the action, et cetera. Once I started reading, I couldn't put it down. I read the whole book in less than 8 hours. I definitely recommend this book to anyone who has ever read anything else that Kay Hooper has written!",408
2,"This is about the best CD that we own. It has some of the older Hawaiian music & some of the newer music. We play it all the time. Now that we are on a long vacation it is nice to have this good music with us. If you are on the fence about purchasing this, you will not be disappointed. Enjoy!!!",295
2,"TO LEARN ABOUT A NEW ILLNESS IS A EDUCATION. IT IS VERY BRAVE, NOT ONLY TO WRITE ABOUT THIS ILLNESS, BUT TO TALK OPENLY. I KNOW SOMEONE WHO HAS THIS ILLNESS BUT, SHE DOES NOT THINK LIKE THE REST OF US. SHE ALWAYS THINKS SOMEONE IS AFTER HER. I THINK YOU FOR EDUCATING ME EVEN FURTHER ON THIS ILLNESS.",300
2,"Put simply tis documentary is a fascinating informative look behind the creation of one of the greatest albums of the 1980s.Paul Simon and the african musicians break down many of the songs - chord by chord, lyric by lyric and reveal the very personal journey this album was for all.A great balance of interviews, clips of live performances and of some of the music videos. If you are a fan of music then you will not be disappointed.",434
2,"Product was as advertised and arrived on time. The groves in the mat are pretty deep, and therefore a little more difficult to clean out, but they do trap dirt and water which is what a floor mat should do,",206
2,"I enjoyed this movie and the casting is great. It is about the conflicts between the mafia and American Italian policeman that were born and raised in the same neighborhoods. The leading female role played by Mia Sara is the wife to ""Joey"" the police officer in the film. I think there are 1-2 actors from the HBO Sopranos in this film too. This film was made before the Sopranos became a big hit. I recommend this film.",420
2,"Unlike the reviews below, this feeder has given us excellent service. I purchased this for my Mother to use. Her backyard is Squirrel Central and she is always on the lookout for a feeder for feathered critters, not furry ones.This feeder is very easy to fill and to date no squirrels has been observed successfully getting any seed out of it. Which isn't to say they don't try, but so far their schemes have failed them. The saga continues....",444
2,I purchased this case to use with a 1TB Toshiba portable hard drive. Overall the case is well made and well designed if you want to carry two portable drives. I currently have both the Toshiba drive and a Western Digital Passport in the case. I guess in the long run it saves me from buying another case but it really is too big for most portable drives (my lacie rugged drive does not fit).,391
2,The ease of use is perfect for beginners like me. I have a few books on this subject and i would recommend it to others. Good recipes,133
2,"These Windham Hill Christmas CDs are amazing, the first two being my all-time favorites. But the iPod reviewer on here is incorrect (or not doing something properly) because though they may be ""copy-protected"" they WILL work on your iPod and iTunes. I have this cd on my iPod as we speak, so it will work fine. Enjoy!",317
2,"After reading ""More than 85 Broads"" I was truly overwhelmed with feelings of awe and inspiration. Not only does each woman have such courage and fire but the progression of the book is magnificent. The best thing I did was to ""pay it forward"" and buy the book for my mother and aunt - both of whom have been equally touched.",324
2,"This clever little thing is SO handy for walks, restaurants and car trips. I don't know why they're so hard to find; I bought mine from a random endcap display at Kroger, and have never seen them elsewhere. A great gift, too. Works exactly as advertised, and when it gets crusty, just toss it in the wash or dishwasher.",319
2,It was very easy access to order this product from Amazon. I ordered and received the product in record time and I am very appreciative of the fine service.,156
2,"When I first saw Paul Mercurio in ""Strictly Ballroom"" I immediatley fell in love. In Exit To Eden, you get to see more of him to love--literally. He has the most perfect body you'll ever see in your entire lifetime. The whipping scene is so great on so many levels. The comedy is okay, but the visual jokes are great, and the costumes are fabulous. I loved this movie.",368
2,"This is the first serger I have ever used. I was afraid to thread it but the accompanying dvd and written directions made it easy. I've swapped out the thread and the needles multiple times with very little effort except threading the needles due to space limitations for your hands, but there are tools for that which I am considering. Some of the manual is incorrect but it's easy enough to figure out what they are trying to say. It's a nice compact size so I can have it on the same table as my sewing machine and switch between them easily.",545
2,"I'm not usually an R&B fan, but this album is a real find. Every song is addictive. This woman has the talent and the attitude to become a superstar.",149
2,"I Read ""Ledgend's Prophecy"" and it was ""Intensely good!"" I enjoyed every chapter. The suspense, the action, and the tender moments were excellent! Tyrone Godfrey has writen a ""Good Reading"" fantasy.",198
2,"Easy to set up and break down with no tools. I weigh 165lbs. and my dog is 50 lbs. and we both fit in with room to spare...Be smarterthan me though and pay attention to the size...LOL I need a much smaller one than what I got but, I admitt I'm measurement deficient...I'll be buying the smaller one from Midwest also...",319
2,Toaster has delivered as promised.toasts great and gives me control to bring up any time.,89
2,"Very good album, all songs are very relaxing and catchy.My favorites are Good God's urge (amazing bass line)and Kimberly Austin.",128
2,"Lots of presented values in this film, with some predictable and cheesy parts. Overall, it's a very good buy, one your kids will love (lots of dogs of varying sizes).",166
2,I LOVE THIS BOOK!! this is probly the best book ive ready for years. it's funny and romantic with a kick of eroticness to it. all i have to say is keep the nerd series comming!,176
2,"This is an extremely, extremely bright flashlight/spotlight. It will turn darkness into daylight. Its a tad heavy with 8C batteries. It comes with a spare bulb as well.",168
2,"If you are new to programming or to Visual Basic then simply buy this bookDon't waste your time and money on anything else. Just in short this book isFor peoples those don't know any thing about Visual Basic, Guarantee in oneWeek you will be able to do your own programmes.Good LuckAnd Good Work John",300
2,"I have watched every single episode of Yes Minister and Yes Prime Minister. The humor is unmatched and the english delicious. If only all of us had the wit of Humphrey Applebee, a boss as dense as Hacker and a subordinate as devoted as Bernard....wouldn't our professional lives be perfect? Strongly encourage anyone who loves the Queen's english and British humor to buy this DVD.",381
2,"Similarly to the other reviews, I too was entranced by this heart-warming novel. Although the story is about heartache, the characters make it a heart-warming tale. I couldn't put this book down. I also fell in love with each and every character. Alan Brennert has an amazing work that is above and beyond my expectations.",322
2,"Thanks to the $30,000 I saved on this deal, I was able to pay myself out of my debt. Now, I can slice things up with precision. The money is rolling in. Thank you Amazon.",170
2,"I'm working on the Starter Stockinette sock at the moment and it took me a while to figure out the heel turn and the gusset, but once the light bulb went off in my brain, it's been a breeze!! I really like how the instructions are laid out with each pattern, so that you know what to do next!! I've never knitted socks before, and I can't really tell you why I want to now, but for some reason I was intrigued by the process, and now I can do it!!! I Definitely recommend this book to beginner-intermediate knitters.",516
2,"Not sure what to say but if you're thinking about buying ""A Perfect Circle"" you already know how they sound and you will not be disappointed here with this one. Too bad no more. Looking forward to Tool when they start recording again.",234
2,This is an outstanding book. What a refreshing perspective on raising girls in today's society. This book is full of practical ways to communicate God's values to your daughter. It will also help me in raising my son to value and appreciate women!,247
2,"I work with plants and have for the last 31 years found this product about 20 years and it's the only shear I have and will continue to use. Light , easy to handle and cuts great",178
2,"I am so pleased. Easy to use, fairly long cord, nifty swivel head gets in all the corners and under edges. For stubborn spots I just jet it steam a little longer and they came right off. Floor drys really fast also. So simple, just grab it, pour some water in and it's really ready in 30 seconds. When you're done, just drop the mop head cover in the laundry and put a new one on.",380
2,"it's gorgeous. I have to pay extra 500bucks,, but i love it. It's big, heavy and it's a jewel. True timepiece.",110
2,"I am very happy with the book, its been very helpful to my tween. Its written and illustrated in a way that makes it easy for young girls to understand what is going on with their bodies.",187
2,"The cake pan works allright except it waas sticking in a fewplaces. This may be because a recipe was not included in theorder so I used my own recipe. I was under the impression thata recipe was supposed tobe included but it wasn't. Could youpossibly send me one? I would appreciate that very much,Thankyou. BERTHA CRICH",320
2,"I read this book because, like Julia Child, I discovered a deep passion for cooking late in life. This book made me realize that you are never too old to try something new and have a wonderful adventure. Julia was as natural a writer as she was a cook, and the story flows along beautifully. I also learned a lot about the post-WWII adjustments faced by France, and was able to use the book when teaching my high school U.S. History classes about WWII.",452
2,"I purchased three Misto oil sprayers and I love them. I used one for vegetable oil, one for olive oil and one for soy sauce. It is easy to use suitable for BBQ and home cooking.",177
2,"Eric Schlossers' Fast Food Nation, was one of the greatest books I have ever read. Schlosser first outlines the given topic, then puts it into real life perspecitve while managing to explain who, what, when, where, and most explicitly why and how. Reading this book made me think about labor and quality from an economic view and then again from a moral view. Fast Food Nation is organized and explained very clearly. In my personal opinion this should be mandatory school reading, and anyone who hasn't read this book yet, should at least give it a shot.",555
2,"My girls love to play with their play kitchen and to cook and bake! Santa brought this set of cupcakes and they are great. They are shape sorters, and yummy cupcakes! They fit perfect into their play oven. These are also made from quality materials.",249
2,"Basically, if you like what you see in the picture, you like this item. Its 2 inches wide and about 2 3/4 inches tall -- the perfect size picture frame magnet for a dorm fridge!",177
2,"This tape has everything you need to know about the Grand Canyon.It's beautiful and educational.After watching this,I want to visit there again and see some of things I didn't have time for.Highly recommended!",209
2,"This book is required reading for those of us who are struggling to keep the folly of ""Creationism"" out of our public schools. Want to prevent a Kansas School Board mentality from denying your children a modern education? Read this book. See also Carl Sagan's ""The Demon Haunted World"".",286
2,"It's a shame that the public has to dig for the truth rather than rely on the press to be honest, but that's the situation. If you really want to know what was going on rather than buy into the juvenile theory that this was somehow all about W's oil buddies, this is a great start.",281
2,"I loved About a Boy and really, really loved the sardonic wit of High Fidelity. About a Boy is much deeper but just as cynical. Maybe even more so. The characters are richly drawn and just complex enough to keep the reader wanting more. Good read, but best to take some time with this one. Not recommended for a summer beach read.",330
2,"I practice Raviana Kundalini Yoga 5-7 times a week. I am enjoying a mental, spiritual and emotional transformation as a result. Body Electric has become one of my favorite practices. I embrace the challenge of this DVD and feel such strength, peace and energy afterwards. Thank you Ravi and Ana. You do so much for so many and I am so grateful that I am one of them.Blessings and joy, Sat Nam.",393
2,"quite simply, if you are a fan of Twin Peaks, then you need this album. it's lovely nighttime music that is spooky and serenely beautiful with flourishes of jazz and new age. Julie's vocals are sweet and tender and float right over the music. you can't help but think of scenes from the Twin Peaks television series when you play this cd at home. everytime i hear it, it makes me want to break out my old vhs box set, make some coffee and cherry pie, and watch the whole series from start to finish.",499
2,This player works great. I have had none of the problems with the SonicStage file management software that others have reported. The software does exactly what it is supposed to and is not diffucult to use. I love this player - its everything I expected.,254
2,"I saw these 4 awsome guys at a Church camp. The music that they played really helped me get closer to God. Not only that, but they sing from their hearts. God really has blessed them. The best song that Lane wrote is ""Surrender to The Fire."" their music is the best I've ever heard. And I just can't get enough of it.",317
2,The book is very helpful for the novice photographer. It was an assigned book in a photography class I took for the summer. I thought it would be a ho-hum book but it was better than I thought. The book includes photo examples of exposures and setting which is very helpful. If you are just starting out this book should be just what you need. Even if you have been taking good pictures for sometime by pure luck you will be able to fine tune your skills with the help of this book.,482
2,"I never saw this in a theatre, but I bought the DVD right away because I enjoy this type of film. Well, I was more than entertained! The Special Effects are outstanding, sets and atmosphere are solid. Perhaps this is better seen at home...I don't know. I DO know that I was very entertained. Those who analyze stuff will not like it. To me, this was a composite of all the dumb stuff I enjoy watching to escape the drudgeries, etc. I'm glad to have this in my collection. It's so silly, and so much fun!",503
2,this series is very good. patrick stewart is an amazing actor. i have always enjoyed the star trek tv series,108
2,"I love this coffee pot. Really hot coffee and I use less coffee grounds than when I used a drip pot. However, the heating elements burn out too quickly. That's why I bought more than one pot, so I'd have another one one hand. Makes the best coffee ever! Geri",258
2,This book absolutely changed my life!!! ..... As I was reading it -- the Holy Spirit was ever present ....... and I was on my knees in reverent prayer to God at the end of the book. God reaches out to everyone in different ways - and this book was one of those ways for me. I was so touched and moved - that I bought copies for everyone in my Bible Study group. I cannot recommend this book enough.,398
2,"Love In Stereo is another excellent work from Mr. Patterson. His voice is unique, polished and would sound great even with ho-hum production. But wait, Rahsaan adds some of the greatest production that R&B has seen in years. And to top it off his lyrics are positive and avoid the trappings of today's braggadocio and overt sexuality. If you only buy one album this year, you could make a strong case for this one to be it. If you buy two, get his debut it is also excellent.",475
2,"Nazalia is very pretty, pink looks very good on her. I like her eyeshadow glitter and her glittery lipstick . She comes with very cute acceries like a glittery snowman.These dolls with the Snowlodge can make it seem like winter all year long. Like, in Summer that bratz can take a trip to maine to go skiing in the skii lodge or something.I like, Ailani too and am thinking about purchasing Nazalia so far it looks like I might!",428
2,"The only reason we purchased this machine was to convert a big set of VHS tapes to DVD. The Recorder is fairly easy to use for this purpose, but we have had some issues with the DVDs made. On some DVD players we have had issues playing the DVDs. Hopefully this is an isolated thing with the specific type of DVD player we have at the office. We haven't yet tested it on a broad range of DVD players.",399
2,"This cd is definitely a winner. Shania's singing abilities really shine through. The music is so fun-you never get sick of it, and it's really fun to sing along to. This is also great music to dance to. It's got a fast beat and it's just plain fun! If you buy this cd, you won't regret it!",289
2,I really like this unit. The rollers have great clamps that make them stay on. It is compact for travel also.,109
2,Just spellbinding. I was enthralled and could not put this one down. Kagan creates characters that are so human. This subject is a very hard one and she handles it with grace.Can't wait for her next book! Keep up the good work.,227
2,The bass on these headphones is amazing. They're very comfortable but the sound quality leaves a bit to be desired. Overall they are a good deal for the price.,159
2,"Crushing , technicly crushing your vocals and ear drums",55
2,"I was a little put off by the Barbara K logo, but it had what I was looking for. I wanted an ""upstairs"" screwdriver, one to keep in a drawer for little repairs upstairs without having to go to the well-stocked workshop in my basement. This isn't a girlie-man tool, it's a solid, journeyman screwdriver. Magnetic bits of enough sizes and a light that either shines where you're pointing the tool or detaches. The only thing more I would have liked for this type of tool would have been a ratcheting mechanism.",508
2,This book is the only one of its kind on the market. It actually tells you what you will be realistically facing and how to prepare and the resources it points you to are excellent for example I signed up for an online first year prep course called learninglaw aristotle recommended by the book and found it to be the most valuable info. I had going into my first year. Also knowing what the selection process is like from an insiders perspective really helped me calm down as I waited for my acceptance letter.,511
2,I bought four different books and this one is the best. Nice step by step learning curve. Doesn't introduce unnecessary complex stuff in the beginning to put you to sleep.,171
2,"This book is meant to be heard. It almost like getting a three hour therapy session for 15 bucks. Dr. Gullo is right on the money almost 100% of the time with his observations and recommendations. I have listened to the book twice already and I plan to listen to it again whenever my diet falters. If you are ready to live life as thin person starting today, you want to buy this CD.",383
2,"Balsam was a musician's musician. This CD is excellent, glorious, and, if you really love classical music, an important addition to your collection.",148
2,"Henry Morton is one of the most engaging and well characterized detectives in historical fiction today. A Bow Street Runner at the turn of the 19th century, Morton catches criminals for reward money--a somewhat unsavory profession in this time before Scotland Yard. From the peek behind the stage door as Morton trades repartee with his mistress, to the real-life corruption of Bow Street, to the snapshot of the uglier side of the criminal classes... The Thief Taker is a deftly written historical mystery with a great ending. Highly recommended.",547
2,"34 y/o male, bought this for discoloration and sagging under eyes, it actually worked in 3 days of use. I'm in shock, as I expected minimal effects - instead, I have gotten noticeable results. Wow, what a great product. I hope it keeps getting better, but even if it just stays this good, I will be happy!",305
2,"I didn't even know it came out. My sister sends me my birthday present (late), I open it and am just ecstatic!!! I loved this show when I was a kid. And I stayed up until 2:30 watching the night I got it. Still is a great show. Now I just can't wait for the second series to come out. I will be first in line to get it.The quality is very nice (except for the behind-the-scenes feature). Wish there were more extras (got spoiled by Star Wars). But this is definitely worth getting. Thanks Sis.",493
2,I love my Timex watch because it is easy to read and keeps excellent time. It is attractive to look at and very comfortable thanks to the velco band closure. The digital readout is perfect for me since I am 77years of age and find it difficult to see the small lines on my usual watch. Now I always know what time it really is!!!,329
2,"Arrived very fast. The book is wonderful too! It took me a couple of dozen pages to get into the rhythm of the style, but once I did I was totally immersed in the sea.",167
2,"It was kind of disheartening to know there were no more Harry Potter books to come out, but then I found these books to replace them. They are fantastic! I can't wait for the fourth book and the movies to come out!",214
2,"I've used these oils before and they are absolutely wonderful. However, I ordered this trio for a friend's birthday and was unhappy with the Amazon sticker put smack-dab in the middle of the top of the box. I tried to carefully peel it off which made things just as bad! The box was designed to be suitable for a gift, but Amazon ruined that option!!!",351
2,"Used this kit on a '98 Maxima, replacing OEM non-Bose radio. Kit required some modifications, but step by step directions were included and were complete",153
2,I have her CDs playing in my car and in my home. Her improvisation skills are top notch. Beyond Bach is one of my favorite pieces in this collection. Her other pieces are excellent as well. You can also find her interview on NPR.,229
2,"Works great-gets rid of dirt,oil and make-up in one-easy step. Very gentle, no fragrance so perfect for sensitive or acne-prone skin. Very popular at dermatalogist's office.",173
2,"Ok, I've read the reviews and I even own two of these mice and I love them. However I just thought everyone should know that if you use it a lot, this mouse SWALLOWS batteries (double A). Three months?? more like 3 weeks...",223
2,I love this CD. The songs are peppy and the lyrics are great. Her voice and range is amazing,92
2,Very fast response to my request. Excellent condition of the book. Would heartily recommend.,92
2,"Very good book for beginners. If you have been turning pens for a while you will not find this book as informative. However, they have some pretty good ideas on turning pens and adding different materials to make into pens. The book is worth the money for a beginner or even an experienced pen turner wanting to brush up on the basics.",335
2,"Hello"",I THINK ""INNOVATOR"" IS A GREAT C.D AND I WOULD LIKE TO GET TO KNOW MORE ABOUT IT,THAT'S WHY I WRITE TO YOU.IN FACT,I AM MYSELF A D.J.",140
2,"Overall, a very well designed and functional product. Too bad that the edges and corners of the aluminum sheet components had to be deburred, and the corners had to be rounded. If not done, the edges could cut your hands and the corners could tear your clothes or upholstery in your wehicle. Seems like fewer and fewer manufacturers are likely to completely finish their products anymore. I guess hand finishing is too expensive. That's why manufacturers are going overseas for cheap labor and hand finishing.",509
2,If you want to save money on batteries this is the way to go. After reading other reviews we had no problems. With four controller we are always ready.,151
2,"Case fits perfectly over my MP3 player. It came with accessories that I haven't figured out how to use yet as it came with no instructions, but I am very happy with the protections it provides my player.",203
2,"I have became the biggest fan of Joan Sutherland lately, and I bought this set because of her. And I'm not diappointed at all. In fact, I'm elated. Not only do I get to hear THE DAME in wonderful voice, but got some lovely music and other charming singers as an added bonus. This cd has made me a Mozart fan. HIGHEST recommendation I can make!!!",345
2,"I Have the version that is imported from australia, but I think all the cooking for pump-kin tracks are all the same,just different covers. This cd isnt that great really but the tracks that are good are worth four stars.",221
2,the book was as advertised and arrived quickly and in perfect condition. Pleased with transaction,97
2,"Practical, trustworthy, real, encouraging are a few of the words that come to my mind after reading this nifty eBook. You will get a lot out of this. Stanford MBA in 65 pages: business models, math and madness. I am the CEO of Spillover.com and I say buy it, and apply it - we are!",281
2,This books touches on relegious aspects of the modern days. It touches on important points of the Gospel of Jesus Christ that the New and Old Testament leave out. For anyone who has the desire to better themselves this book is the one for you.,243
2,"I thought this book was extremely good. I enjoyed the characters, the setting, and the sensuality. I highly recommend this books to people who like strong historical romances.",175
2,This is great if you're tired of looking for the right lid to fit in a cabnet. It organizes them by size. Wonderful idea!,121
2,"this is by far the best book I have ever read. the book has absolutely everything in it....good vs. evil, rags to riches, politics, war, inspiration, redemption.story could have happened today, and it was set over 70 years ago.I highly recommend!Michael AxelrodShort Hills, NJ",276
2,"Was turned on to this moisturizing cream when I received a sample sized tube at my dermatologist's office. Super rich cream that needs to be massaged in to penetrate, but once it does... Lasts all day! Heals any cracks/dry areas within a couple of applications. Fragrance free. Highly recommend. Do not waste your money on something you would buy at the supermarket. Spend the extra money, you'll be glad you did! Buy multiple tubes to qualify for free shipping.",462
2,"this book was written 1700 years ago, and still, now people still read it, and i think it's a great book that really makes you smarter, and it really makes me think that only the complicated chinese can express feelings that well, english is too young and simple.",263
2,"This book is great. It covers all the highlights throughout history. I homeschool my 2 children and we use it almost daily. My favorite parts are the internet links. Lots of details, in-depth information.",204
2,I love the book...couldn't be more pleased with everything! I know I'll treasure this book for the rest of my life and will share it with my friends and family...because it will live on the coffee table in my sunroom for everyone to see!,237
2,"I throughly enjoyed reading this book. The author does a great job of showing us, in vivid detail, the realities of combat. Reading this book will give you a new appreciation for what our fighting men go through.",212
2,I was glad to be able to get this filter via the internet. It was a cinch to install even for a 76 year old woman.,114
2,I liked the songs selected and enjoyed it very much and much cheaper than buying the tracks for download individually.,118
2,"The first sentence let's you know this is a concise, direct andimmediately accessible book which will improve your writing.The 39 ways Cheney shares are great. They help achieve greaterclarity through insight about word choices, patterns and positioning.A brilliant work which will help any writer in thewriting and rewriting process.",334
2,"This is a unique recording by one of Ireland's most exciting instrumentalists. Most of the tracks feature uillean pipes at the forefront, with a few tunes on low whistle. Arty McGlynn offers sparse but very poignant accompaniment on acoustic guitar. Some tracks feature some well placed percussion as well. The tunes are a good mix of driving dance tunes and slow airs. The style is very accessible and likely to appeal to traditional music fans as well as the uninitiated. You cannot match the power of Paddy's pipes for inspiration, meloncholy and passion.",558
2,"This episode will lead you wanting more. This is a great show. I have finished watching 2 seasons in like a week. I can't stop watching, a must see.",148
2,"i think that simcity classic,2000,and 3000 are great but the greatest is simcity 4 i mean, i have been waiting like since the 3000 came out i was like when is it going to come out when is it ahhh, so i think that you should buy it buy it!!!!!!!!!!!!!! ok IS THE COOLEST!!!!!!!!!!!!!!",283
2,"When you give in and buy the product that costs around $300.00, you will get the real thing. I have watched every disc and they all work perfect. It is a lot of money, but if you want the real deal and don't want to get ripped off, than this is the version to purchase.",269
2,"This movie was amazing. The climax and the overall story was heart pound, jaw dropping amazing. I totally recommend this movie.",127
2,This CD is German Romantic organ music at its best. The skill and exictement of the playing is unmatched. The organ is a fine example of American Classic building at its best.,175
2,"I bought this album after I saw the video for ""Only Love"" (great song), and I was certainly not disappointed. Though Toni does have a richer voice, I think Trina, Tamar, and Towanda hold their own very nicely. My favorites are ""Where's the Good in Goodbye?"", ""The Boss"", ""Only Love"", ""What Does It Take""...heck! I love the whole album. Why am I trying to choose my favorite tracks? They all rock! I hope they put together another album because I'll definitely buy it!",467
2,"Montreal's Voivod were Canada's answer to Metallica and one of the titans of the thrash panteon standing along side Metallica, Slayer and Anthrax.This concept album, with it's Metal Hurlant imagery and it's shredding speedmetal, is intelligent, complex without seeming pretentious and the soundtrack to some amazing sci-fi novel never written. The album art done by Drummer Away is also worth the purchase with pictures for each song.Best tracks: tribal convictions, brain scan",477
2,"This is a MUST HAVE for anyone who loves cats and dogs! Hillary Price is unsurpassed in her depictions of the thoughts and actions of our four-legged friends. Her ability to express her witty observations can lift even the most dour of spirits. I received this book as a birthday present and have read it daily since. If you enjoy laughing aloud and the love of a sweet pet, this book is for you.",396
2,"Holes was the first book I read many times. I really liked the book. It was exciting to read and I loved the adventure in the book that the boys had. I would probably read it again because I have the book. I saw the movie and I liked it because I got to see what happened on the screen. There was probably things in the book that were not in the movie. I would recomend this book to kids 4th grade and up,the first time I read it was in the fourth grade.",454
2,"I love this product! I used it on my pregnant belly after showering and NO STRETCH marks. I also use it on any dry skin, scrapes, feet, and plan to use it on my baby as well. It's a pure substance, right from the shea nut tree so there are no chemicals added or any funky substances. There is no moisturizer like it!!! I am not crazy about the smell but apparently you can add essential oils to it to change the smell. Haven't tried that yet.",442
2,NoThis is an annoying feature that is total vs and should be eliminated. This is cheap and Amazon should be ashamed.,116
2,This a perfect addition to yourBible. It was once part to the Bible andgives the reader more to study and understandsome of the references to the stories it containsthat may be mentioned in other religious literature.,217
2,"I agree with the other reviewers that, while Seventh Generation does not compare to Cottonelle and other ""cotton softness"" rolls re: the softness factor, this TP is more than adequately soft. You definitely make a slight sacrifice in this area, but Seventh Generation is still better than what you get in public rest rooms . . . and, you will be doing your part to help save the environement. I am definitely not a ""tree-hugger"" type, but I feel that, at least in this area, I can make a difference with Seventh Generation.",523
2,This has always been one of my favorate albums by Neil Young. Highly underrated. Neil is back in full force with Crazy Horse after recording Hawks and Doves. Re ac tor rocks from begining to end and never misses a beat. Great to see it released in CD form now.,260
2,I thought I had accidentally thrown it out and I paniced so I bought another. Now I have one for each cat. It really gets the underhairs and is easy on the skin. It would be good for short hair dogs too.,203
2,"I thoroughly enjoyed and was enlightened by the Biblical survey, Don't Know Much about the Bible, by Kenneth C. Davis. And he consulted this Bible for most of the many Biblical excerpts he used to illustrate his points. That is what has lead me to buy this New Revised Standard Version of the Bible. Yes, I agree: the King James Version is one of the most beautifully written books in the English language. But I really need one of the NRSVs when I want to read the Bible for understanding, not for its lyric quality.",517
2,"Again, Lee Goldberg has done the deed. Written a book that you don't want to put down.",86
2,"What a great book--a ""dictionary"" of Arthurian characters and places. Very easy to use and makes getting started on research a cinch.",133
2,I wish they made more collections of Judy Garland's movies... I'm 25 years old and im a huge fan of her... I love all her 32 movies... she shines in every single one of them... amazing actress and the best singer and interpreter I have ever heard/seen in my life.must have for fans and for none fans too so they can discover how brilliant Judy Garland was!,356
2,I recieved this recording as a Christmas gift in 1999 and I must say it was one of the best gifts I recieved. I had never heard of Mr. Belew until I recieved the disk and I am an instant fan. This is a very positive recording and the power can be felt. A must have recording.,275
2,"That's the best canon lens for the money. Sharp, with nice colors and decent bokeh. My only complaint is lack of IS and sometimes inaccurate AF. But for this price you will not find a better lens.",196
2,Excellent product. Better than I expected. So easy to install even a woman can install it. :) (I did.) Quick delivery. Completely satisfied.,140
2,"Reviewer ""Giovanni"" is right on about ""All Mine."" From the moment the string section breaks out of a slightly daring close dissonance, Bennett's performance is at once both dark, crisp and confident. The arrangement has some great moments, and could have been even better, but overall a wonderful listen.Thanks to Jonathan Schwartz for exposing it on WNYC-FM.",359
2,"I found this on clearance and couldn't resist the price so I bought it. I Love it! I am cooking meals I would never have dreamed of before. Every meal turns out great. I have made steak, salmon, shrimp, and much, much more. Everything I have cooked is juicy and never overdone. The marinade cup is a great idea! My entire family loves when I cook on ""George.""",359
2,It will load you up with good info about maintaining your network and keeping it at it's best. A must for any computer guru!,124
2,"I purchased this book to use with the Tortilla pan set and it has some really amazing recipes, at least I would not have thought of, like deserts and soups. I only gave it a four, because I like photos and nutritional info in recipe books. That said, even if you don't purchase the pans, this is an inexpensive little recipe book to have handy.",344
2,Excellent boook for understanding basic accounting from the CFO of a Fortune 1000 company.,90
2,"I bought this to cut notches in some HArdie trim and Hardie panel. Even though I was cutting circles in cement board, it cut just like wood with a wood blade. Highly recommended if you need to make those pesky holes and notches in Hardie products.",247
2,"I don't think there is a product available that completely eliminates the need to shovel snow, but this product makes shoveling less back breaking. I applied Bare Ground after I shovelled my driveway and sidewalk and it helped to prevent the additional snowfall from sticking to the ground. Round 2 of shoveling went much smoother and quicker. Be careful if you are applying it when the temperature is above freezing - the sprayed area could become slippery.",458
2,"Down Home Western, Tommy Hill is a great unsung actor! I would hope that this film would have had more promotion because it is a good one.",138
2,"I must say that while neither movie is great, they are both fun popcorn flicks to enjoy on a day of lounging at home. Just watched Requiem the other day and enjoyed it more than ever.",183
2,"This is a very interesting alternate history, but it is certainly not equal to Guns of the South. Thought provoking and well researched, yet it fails to involve the reader and leaves one with a sense of missed opportunities. Overall, the book is unsatisfying and at times quite ponderous. There was a chance here for something fascinating and even wondrous. Instead it's simply interesting and rather dry. For alternate history buffs and devoted fans of the author there is no avoiding it, however.",498
2,"Ok, I'll admit it, I have a Gameboy of my own. 40-something mother of two, and I got one for myself so that I could play with my kids. They're great! We are all great Pokemon fans, which is how we got sucked into the whole Gameboy thing, and those are still our favorite games.The only drawback that I find with the thing is that it does need to be well-illuminated, otherwise you'll give yourself a migrane trying to see the tiny screen. But that aside, these babies are fun! My kids love them, I love mine, great fun all around. Go for it!",541
